hand1,hand2,table1,table2,table3,table4,table5,numPlayers,position,playerChips,action,rank
3s,8h,Qc,Qs,6h,8s,8c,3,2,52,k,2227846
Ks,8s,4s,Th,Ts,9s,Kh,3,1,272,k,2189475
9h,6h,4s,Th,Ts,9s,Kh,3,2,81,k,744040
4c,Ac,9s,5s,5c,7s,Qd,3,1,197,k,380049
2d,Ad,9s,5s,5c,7s,Qd,3,2,312,k,380049
Qh,Ts,5c,5s,7c,6c,Jc,3,1,81,k,379699
Kc,6d,5c,5s,7c,6c,Jc,3,2,169,k,2191309
8s,Th,7c,5c,Tc,7s,9s,3,1,56,k,744010
Js,Qd,7c,5c,Tc,7s,9s,3,3,187,k,384093
Ah,Ks,8s,5h,7h,6c,Qc,3,1,60,k,368672
2h,Th,8s,5h,7h,6c,Qc,3,2,100,k,304269
Js,8h,6c,9d,Ts,Th,Ks,3,2,159,k,390852
3d,Ac,6c,9d,Ts,Th,Ks,3,3,333,k,391047
Ad,9d,Qs,Kh,Kd,4c,8h,3,1,79,k,397625
Jh,4h,Qs,Kh,Kd,4c,8h,3,2,166,k,744481
As,Qd,4s,Js,Jh,3s,7c,3,1,79,k,393229
3h,9h,4s,Js,Jh,3s,7c,3,2,167,k,744127
Js,Kc,5c,6c,Jh,Jc,3s,3,1,62,k,1115547
Qc,As,5c,6c,Jh,Jc,3s,3,2,99,k,393228
4d,4c,2s,2h,9s,Tc,Td,3,1,21,k,743971
Jh,Ah,2s,2h,9s,Tc,Td,3,3,75,k,743950
Ad,6h,7c,3h,8d,Js,8s,3,2,327,k,386625
Ah,2h,7c,3h,8d,Js,8s,3,3,536,k,386625
Jh,Qh,Kc,3d,6d,4s,9s,3,2,71,k,337757
Td,Ac,Kc,3d,6d,4s,9s,3,3,134,k,368346
Qh,Qs,Kh,2s,7d,3c,6s,2,1,88,k,395191
Jh,3d,Kh,2s,7d,3c,6s,2,2,265,k,375471
7s,Js,9s,6s,4h,Td,Tc,2,1,56,k,390486
3c,5s,9s,6s,4h,Td,Tc,2,2,168,k,390107
Jd,Jh,3d,9s,8c,Tc,Th,2,1,33,k,744218
Ts,Qd,3d,9s,8c,Tc,Th,2,2,11,b,1115368
Jd,Jh,3d,9s,8c,Tc,Th,2,1,33,c,744218
5s,9d,8h,4c,3s,8d,2d,8,2,1400,k,385699
Jh,Ac,8h,4c,3s,8d,2d,8,3,132,k,386622
Tc,Qs,8h,4c,3s,8d,2d,8,8,207,k,386271
2h,4s,8s,4d,2s,Qc,Ad,8,2,296,k,742936
7d,6h,8s,4d,2s,Qc,Ad,8,5,27,k,365785
2d,2c,Jc,Ks,8h,7h,5c,8,1,773,k,373275
9s,Qd,Jc,Ks,8h,7h,5c,8,2,170,k,337759
4h,5s,Jc,Ks,8h,7h,5c,8,4,71,k,379866
Td,As,Jc,Ks,8h,7h,5c,8,6,842,k,368530
2c,4c,Jh,Qs,6h,8d,2d,8,1,842,k,373106
3h,9d,Jh,Qs,6h,8d,2d,8,2,1273,k,306648
Ah,4h,Jh,Qs,6h,8d,2d,8,3,57,k,366305
Ad,Td,Jh,Qs,6h,8d,2d,8,4,772,k,366333
Ks,7s,4s,Th,9s,8h,4d,8,2,1,k,377657
Ac,As,4s,Th,9s,8h,4d,8,6,4,k,744648
Ah,4d,Tc,Js,Ad,8s,2h,8,5,200,b,399288
As,2s,Tc,Js,Ad,8s,2h,8,8,183,c,744623
2h,Kh,7c,Kc,Ad,Kd,8s,8,1,6,k,1115900
Tc,Ah,7c,Kc,Ad,Kd,8s,8,2,5,k,744765
Jc,Td,7c,Kc,Ah,As,2c,9,2,36,k,399641
Kh,Qh,7c,Kc,Ah,As,2c,9,8,25,k,744767
Js,Qd,7c,Kc,Ah,As,2c,9,9,349,k,399655
Qh,Ks,5c,7h,Qc,3d,Kh,9,5,2,k,744580
Ts,Qd,5c,7h,Qc,3d,Kh,9,6,2,k,395231
5s,6s,6c,Kd,Ad,Jd,Qc,9,1,117,k,382262
9h,Kh,6c,Kd,Ad,Jd,Qc,9,2,27,k,397627
9s,7d,6c,Kd,Ad,Jd,Qc,9,5,85,k,368713
Js,Qh,6c,Kd,Ad,Jd,Qc,9,7,597,k,744405
9d,Jc,6c,Kd,Ad,Jd,Qc,9,8,61,k,393247
4s,4d,6c,Kd,Ad,Jd,Qc,9,9,552,k,377868
9c,Qd,3d,2c,9h,2h,5d,8,2,10,k,743779
Ad,Ah,3d,2c,9h,2h,5d,8,6,64,k,744621
Ks,Jh,5c,3c,7c,6c,7d,8,1,335,k,384258
Ah,4d,5c,3c,7c,6c,7d,8,4,65,k,1485177
Ad,9d,5c,3c,7c,6c,7d,8,6,66,k,384401
Jc,Kd,5c,Jh,4h,Ad,3d,8,2,138,k,393240
Td,Js,5c,Jh,4h,Ad,3d,8,5,29,k,393201
4s,8c,8s,2d,9s,Qh,4c,8,2,16,b,743636
Kc,9c,8s,2d,9s,Qh,4c,8,8,8,c,388667
Td,Jc,Js,4d,7c,6d,2s,8,1,8,k,392487
7s,6h,Js,4d,7c,6d,2s,8,8,9,b,743492
Td,Jc,Js,4d,7c,6d,2s,8,1,8,c,392487
8d,9c,8h,Qh,9h,9d,8s,8,1,4,k,2227855
Qc,9s,8h,Qh,9h,9d,8s,8,2,0,b,2227859
8d,9c,8h,Qh,9h,9d,8s,8,1,4,r,2227855
Qc,9s,8h,Qh,9h,9d,8s,8,2,0,c,2227859
Qc,9s,8h,Qh,9h,9d,8s,8,2,0,A,2227859
Kc,9c,Ah,Td,8s,7d,9s,8,1,35,k,388851
4s,Th,Ah,Td,8s,7d,9s,8,2,176,k,390994
7c,Qc,Ah,Td,8s,7d,9s,8,5,834,k,384444
2d,2h,Ah,Td,8s,7d,9s,8,8,143,k,373432
Qc,Ah,Ad,4h,2c,7d,Td,8,5,47,k,399456
Jh,Th,Ad,4h,2c,7d,Td,8,8,10,k,391019
Th,Kd,Qs,Ad,9h,Jd,Qc,8,6,0,k,1485184
Ac,Qh,Qs,Ad,9h,Jd,Qc,8,8,0,b,2227900
Th,Kd,Qs,Ad,9h,Jd,Qc,8,6,0,c,1485184
Th,Kd,Qs,Ad,9h,Jd,Qc,8,6,0,A,1485184
Td,Js,9d,2s,Ah,8s,5s,8,2,9,k,363954
Qc,As,9d,2s,Ah,8s,5s,8,3,62,k,399444
9d,Qd,9s,6s,4h,Jd,Kc,8,1,2,k,388670
9h,3c,9s,6s,4h,Jd,Kc,8,8,4,k,388652
4d,Jd,3d,Kd,2c,6d,2h,9,5,3,b,2191112
Td,Qd,3d,Kd,2c,6d,2h,9,8,5,c,2194011
7d,6d,3d,Th,7h,8d,5d,9,2,0,b,2039532
2d,Kd,3d,Th,7h,8d,5d,9,4,2,r,2184338
7d,6d,3d,Th,7h,8d,5d,9,2,0,c,2039532
3s,Th,As,6s,4s,Kc,4d,9,1,21,k,377866
Td,Jh,As,6s,4s,Kc,4d,9,2,256,k,377867
Jd,Jc,9c,9h,Td,5s,4h,8,1,0,k,744206
9d,8s,9c,9h,Td,5s,4h,8,8,0,b,1115172
Jd,Jc,9c,9h,Td,5s,4h,8,1,0,c,744206
Qh,Qc,Qs,7d,Td,5h,4c,7,3,92,b,1115678
Ts,9d,Qs,7d,Td,5h,4c,7,4,14,c,390655
4c,Kc,Ks,9s,8c,5d,Qc,7,2,143,k,397247
Th,9d,Ks,9s,8c,5d,Qc,7,3,22,k,388669
7d,3d,5h,6h,9c,Kd,5d,7,1,5,k,379839
2h,4h,5h,6h,9c,Kd,5d,7,2,102,k,379838
6s,3c,5h,6h,9c,Kd,5d,7,7,46,k,743312
Kd,Ks,9s,As,6c,Qc,8c,7,1,7,k,397625
9d,Qh,9s,As,6c,Qc,8c,7,4,0,b,744379
Kd,Ks,9s,As,6c,Qc,8c,7,1,7,c,397625
6c,Ks,Tc,2c,7s,8s,6h,7,2,23,k,382050
Kd,Ac,Tc,2c,7s,8s,6h,7,3,315,k,368334
3c,Ah,Tc,2c,7s,8s,6h,7,7,894,k,361391
5d,5c,Jd,Ah,6s,6d,3d,6,3,349,k,743313
8s,Js,Jd,Ah,6s,6d,3d,6,4,48,k,744171
Ah,Qd,Ad,Th,6d,6c,Kd,6,1,3,k,744677
5c,As,Ad,Th,6d,6c,Kd,6,6,17,k,744677
Kc,Qs,5h,2d,Qh,Th,6d,6,3,27,b,395230
Qc,9c,5h,2d,Qh,Th,6d,6,6,2,c,394710
8s,Ah,7d,Ac,6h,6c,2s,6,1,4,k,744672
5s,4d,7d,Ac,6h,6c,2s,6,3,229,k,382177
Jd,As,Ah,Qs,9h,5d,2h,6,3,29,k,399471
3h,Qh,Ah,Qs,9h,5d,2h,6,5,0,b,2222363
Jd,As,Ah,Qs,9h,5d,2h,6,3,29,c,399471
9s,9c,3d,9h,Qh,8d,5s,6,3,13,k,1115198
Kd,4d,3d,9h,Qh,8d,5s,6,4,4,b,337405
9s,9c,3d,9h,Qh,8d,5s,6,3,13,c,1115198
2h,Ts,5c,Ah,As,3c,Ks,6,1,77,k,399623
8d,Qc,5c,Ah,As,3c,Ks,6,2,316,k,399652
9s,8c,5c,Ah,As,3c,Ks,6,5,982,k,399613
Ks,Qc,Kh,Jd,Kc,5s,8h,6,1,25,b,1115877
Ah,Jh,Kh,Jd,Kc,5s,8h,6,6,6,c,744574
7s,Qs,Jc,5s,4c,7c,4d,6,2,208,k,743467
Ks,Td,Jc,5s,4c,7c,4d,6,5,26,k,377671
5d,3d,Ac,Td,6d,9s,Qc,6,1,234,k,366149
6c,4c,Ac,Td,6d,9s,Qc,6,2,53,k,382247
Ks,Qs,Ac,Td,6d,9s,Qc,6,4,29,k,395442
Jc,Tc,Ac,Td,6d,9s,Qc,6,6,55,k,391036
Qh,Kd,6c,3d,Jh,2h,As,6,2,86,k,368710
Js,9h,6c,3d,Jh,2h,As,6,5,89,k,393189
5h,3c,7d,4d,5c,8h,8s,6,4,8,k,743644
Ad,Jd,7d,4d,5c,8h,8s,6,6,15,k,386625
As,Kd,3h,Kh,3c,8c,Jh,6,3,63,k,744470
8h,Ac,3h,Kh,3c,8c,Jh,6,6,467,k,743625
8d,Ts,8c,7d,Jh,Ac,3h,6,1,35,b,386628
8h,9d,8c,7d,Jh,Ac,3h,6,2,15,c,386627
3c,6d,Ad,2s,Kd,6h,4c,6,1,22,k,382254
5h,Ah,Ad,2s,Kd,6h,4c,6,2,84,b,399571
3c,6d,Ad,2s,Kd,6h,4c,6,1,22,c,382254
Qh,Ac,9h,2h,Kc,7s,Jd,7,4,2,k,368713
Ah,Jh,9h,2h,Kc,7s,Jd,7,6,2,k,393244
Ac,3d,Ah,9d,Kd,Ts,6h,6,2,8,k,399627
Tc,Jh,Ah,9d,Kd,Ts,6h,6,3,18,k,391049
Qc,Qh,5c,2c,8c,Jd,4d,6,1,0,k,394865
2d,2h,5c,2c,8c,Jd,4d,6,2,0,b,1114002
Qc,Qh,5c,2c,8c,Jd,4d,6,1,0,c,394865
Qc,Qh,5c,2c,8c,Jd,4d,6,1,0,A,394865
4s,5h,2c,Jd,Kh,8d,Qh,5,2,1400,k,337743
7h,2h,2c,Jd,Kh,8d,Qh,5,5,528,k,373291
4s,9s,7h,5d,As,4h,Th,5,1,1225,k,377826
9h,Qs,7h,5d,As,4h,Th,5,5,76,k,366150
Tc,9h,7d,8h,Kh,9c,4h,4,2,94,k,388641
3s,8s,7d,8h,Kh,9c,4h,4,4,251,k,386430
Jd,Ts,Ks,5c,8h,Kc,Kd,4,1,372,k,1115863
Jc,6c,Ks,5c,8h,Kc,Kd,4,3,978,k,1115861
Js,Qc,Ks,5c,8h,Kc,Kd,4,4,37,k,1115877
2h,Ad,Ac,4s,Ks,As,6d,4,1,43,k,1116054
5s,9c,Ac,4s,Ks,As,6d,4,2,699,k,399611
8s,7s,9d,8d,9h,4s,3s,3,1,2,k,743852
Ks,8c,9d,8d,9h,4s,3s,3,2,34,k,743858
3c,Jc,Ad,5c,Kc,2d,Ts,3,1,34,k,368527
Qd,As,Ad,5c,Kc,2d,Ts,3,2,5,k,399654
Ts,Jc,5d,7h,Td,Jh,8s,3,2,4,k,744217
4h,3d,5d,7h,Td,Jh,8s,3,3,67,k,275707
Jc,Qh,Ah,Kc,8s,Ks,3c,3,1,625,k,397627
7s,5h,Ah,Kc,8s,Ks,3c,3,2,110,k,397571
Td,3c,9h,Ks,4h,7s,Ad,3,2,43,k,368347
Th,7d,9h,Ks,4h,7s,Ad,3,3,536,k,384457
2d,Ad,5d,Qh,4d,6s,Jh,3,1,10,k,366278
Kd,7d,5d,Qh,4d,6s,Jh,3,3,57,k,337731
8s,5h,Qd,3h,4h,9h,Kc,3,2,41,k,337405
9d,Jc,Qd,3h,4h,9h,Kc,3,3,532,k,388670
Jh,Ah,Qd,7h,9d,Ad,Ts,3,1,98,k,399472
Kd,Ac,Qd,7h,9d,Ad,Ts,3,2,18,k,399654
Qh,Ac,Ad,4d,4h,8h,Qd,3,1,1,k,744750
As,Ah,Ad,4d,4h,8h,Qd,3,2,0,b,2227916
Qh,Ac,Ad,4d,4h,8h,Qd,3,1,1,c,744750
Ac,Jc,3s,6s,Ad,7d,6d,3,1,1,b,744675
7h,Ah,3s,6s,Ad,7d,6d,3,2,0,c,744683
7h,Ah,3s,6s,Ad,7d,6d,3,2,0,A,744683
6c,6d,Qc,9s,8c,Ks,Ah,3,1,230,k,382262
Tc,Td,Qc,9s,8c,Ks,Ah,3,2,76,k,391050
Td,Jc,4d,4s,5s,Ac,3s,3,1,135,k,377840
Js,Tc,4d,4s,5s,Ac,3s,3,2,51,k,377840
Kh,Jh,4d,4s,5s,Ac,3s,3,3,402,k,377867
Ad,8d,4s,2d,Ts,Jd,Js,3,2,71,k,393204
6c,Kc,4s,2d,Ts,Jd,Js,3,3,449,k,393033
8c,5c,Ts,6h,2h,Tc,7c,3,1,523,k,389952
7s,3c,Ts,6h,2h,Tc,7c,3,2,179,k,744007
3c,7c,5h,3s,6d,Kd,Jc,3,1,158,k,375471
8s,4s,5h,3s,6d,Kd,Jc,3,2,53,k,335013
6s,4h,2h,Qc,8d,Td,Ac,3,2,67,k,366136
9c,9h,2h,Qc,8d,Td,Ac,3,3,454,k,388838
6d,4s,Kd,6h,7h,2s,Ts,3,2,27,k,382049
As,8s,Kd,6h,7h,2s,Ts,3,3,187,k,368334
As,Jh,8d,4s,2h,3s,3h,3,1,227,k,375641
3d,Jd,8d,4s,2h,3s,3h,3,2,68,b,1114171
As,Jh,8d,4s,2h,3s,3h,3,1,227,c,375641
As,9s,Kc,2s,Jh,6s,Ah,3,1,17,k,399640
Ts,Qh,Kc,2s,Jh,6s,Ah,3,3,56,b,1485184
As,9s,Kc,2s,Jh,6s,Ah,3,1,17,c,399640
Ac,9s,2d,6c,7d,5s,Jh,3,1,33,k,363757
9h,Jd,2d,6c,7d,5s,Jh,3,2,228,k,392318
Ad,Ah,Th,As,4s,8s,7d,3,1,11,b,1116017
8c,7c,Th,As,4s,8s,7d,3,2,84,c,743677
Jc,3s,5d,Qh,Js,Ah,5h,3,1,533,k,744158
Kh,Jd,5d,Qh,Js,Ah,5h,3,2,159,k,744158
As,Js,3h,9s,5c,Ah,4d,3,1,160,k,399272
6d,Ad,3h,9s,5c,Ah,4d,3,3,22,k,398895
Ad,Kc,5s,Kh,7d,Td,3c,4,1,3,k,397597
As,Ac,5s,Kh,7d,Td,3c,4,2,0,b,399625
Ad,Kc,5s,Kh,7d,Td,3c,4,1,3,c,397597
Kd,Td,8h,Kc,2c,2s,9h,5,2,4,b,744453
Qc,Qs,8h,Kc,2c,2s,9h,5,5,10,c,744287
7s,6c,5h,5s,4d,8h,9h,5,2,59,b,1485179
Qc,9c,5h,5s,4d,8h,9h,5,4,14,c,743818
Js,As,4d,Jh,Ac,Ks,5h,5,1,56,b,744742
Qc,Qd,4d,Jh,Ac,Ks,5h,5,3,12,c,395443
5c,6s,Qd,8s,3c,3h,2d,5,2,168,k,375262
Ah,Kh,Qd,8s,3c,3h,2d,5,3,79,k,375671
Kc,Kd,9s,7d,2d,Td,3s,5,1,17,k,396908
9h,Jh,9s,7d,2d,Td,3s,5,4,4,k,388302
9d,3d,9s,Qc,Ts,Js,Qh,5,2,20,k,744376
Jc,Ad,9s,Qc,Ts,Js,Qh,5,5,4,k,744405
Tc,Ts,2c,Qs,Td,5d,Kc,5,1,2,b,1115384
Kh,Jc,2c,Qs,Td,5d,Kc,5,5,4,c,397275
Kh,8h,4s,9s,Qh,8d,2d,5,1,410,k,386471
Ac,Td,4s,9s,Qh,8d,2d,5,2,279,k,366151
6c,3h,Ks,Jc,3c,2s,4h,5,1,9,k,375470
Kc,Ts,Ks,Jc,3c,2s,4h,5,2,13,b,397087
6c,3h,Ks,Jc,3c,2s,4h,5,1,9,c,375470
Td,Ts,Th,7h,Ks,Jc,Qs,5,1,1,b,1115384
4h,Ah,Th,7h,Ks,Jc,Qs,5,2,1,r,1485184
Td,Ts,Th,7h,Ks,Jc,Qs,5,1,1,r,1115384
4h,Ah,Th,7h,Ks,Jc,Qs,5,2,1,c,1485184
2s,Tc,4s,Ad,5d,Td,5s,5,1,24,k,743989
6s,Jd,4s,Ad,5d,Td,5s,5,2,37,k,380037
Ts,Tc,7c,9d,3c,8h,Kd,5,1,5,k,390825
Kh,6d,7c,9d,3c,8h,Kd,5,5,3,b,396726
Ts,Tc,7c,9d,3c,8h,Kd,5,1,5,c,390825
Qc,9d,Kh,4c,9h,2h,8d,5,1,7,k,388667
Ts,Ks,Kh,4c,9h,2h,8d,5,3,7,b,396909
Qc,9d,Kh,4c,9h,2h,8d,5,1,7,c,388667
Qd,Jh,4c,9s,6s,Ac,9h,5,1,212,k,388839
6d,5d,4c,9s,6s,Ac,9h,5,2,303,k,743833
3h,3d,4c,9s,6s,Ac,9h,5,5,69,k,743794
5s,8s,3s,Ac,Qs,4s,5h,5,1,43,k,2155791
Ah,3d,3s,Ac,Qs,4s,5h,5,5,30,b,744637
5s,8s,3s,Ac,Qs,4s,5h,5,1,43,c,2155791
Td,Jd,Ad,Js,Qd,8s,Ts,5,1,3,k,744223
8d,8c,Ad,Js,Qd,8s,Ts,5,5,4,k,1115059
Ah,4s,Ks,7d,7h,5c,6s,5,2,30,k,384453
Kc,8h,Ks,7d,7h,5c,6s,5,5,98,b,744516
Ah,4s,Ks,7d,7h,5c,6s,5,2,30,c,384453
Kh,5d,Kd,Qc,3d,9c,Kc,5,2,17,b,1115875
Tc,Jh,Kd,Qc,3d,9c,Kc,5,5,3,r,1485183
Kh,5d,Kd,Qc,3d,9c,Kc,5,2,17,c,1115875
2h,Jh,Ad,Jc,5s,5d,Td,5,1,211,k,744158
9s,Kc,Ad,Jc,5s,5d,Td,5,2,298,k,380064
Kh,6h,Ad,Jc,5s,5d,Td,5,3,63,k,380064
Ac,Jc,Kd,Qc,9h,4h,Ts,5,3,73,k,1485184
8c,9c,Kd,Qc,9h,4h,Ts,5,5,23,k,388669
9h,Ac,9c,6c,Kc,Qh,3s,5,1,90,k,388853
3d,8s,9c,6c,Kc,Qh,3s,5,2,282,k,375486
9h,Jc,Th,4s,4c,Qc,2c,5,1,77,k,377502
Tc,2s,Th,4s,4c,Qc,2c,5,2,53,k,743974
8d,6s,Th,4s,4c,Qc,2c,5,3,171,k,377487
Kc,Js,Th,4s,4c,Qc,2c,5,5,50,k,377685
Ac,4d,As,7h,Ts,5d,4h,5,1,9,b,744648
Ks,Kh,As,7h,Ts,5d,4h,5,4,8,c,397597
9c,Jc,Jh,8d,Kd,Ad,Qs,5,1,60,k,393247
5s,3s,Jh,8d,Kd,Ad,Qs,5,2,97,k,368712
4h,Jd,Jh,8d,Kd,Ad,Qs,5,4,213,k,393247
Ac,Jc,Qd,Js,Qc,8h,6c,5,2,1,b,744405
4d,4s,Qd,Js,Qc,8h,6c,5,3,1,c,744311
Td,Ks,As,Ah,9h,Qs,6c,5,1,98,k,399654
Jc,Kc,As,Ah,9h,Qs,6c,5,5,128,k,399655
8d,Ad,6s,7d,5s,2c,9c,5,2,5,b,1485179
7c,Ac,6s,7d,5s,2c,9c,5,3,4,c,384401
7s,Jc,Js,Tc,Ac,3c,4s,5,2,11,k,393203
7c,Kc,Js,Tc,Ac,3c,4s,5,3,3,b,2224782
7s,Jc,Js,Tc,Ac,3c,4s,5,2,11,c,393203
Qc,Qs,2d,8h,5d,Th,Jc,5,2,9,k,394894
As,Kh,2d,8h,5d,Th,Jc,5,3,5,k,368530
Jh,5s,Td,6s,Kc,3s,As,5,2,26,k,368528
9h,7h,Td,6s,Kc,3s,As,5,5,138,k,368347
Ks,Kc,8s,7d,Jd,9c,2d,6,1,7,k,397078
Qh,9d,8s,7d,Jd,9c,2d,6,2,25,k,388485
Ad,Ac,Ks,8h,Kd,9s,8c,4,2,3,k,744764
3s,Js,Ks,8h,Kd,9s,8c,4,4,19,k,744532
7s,8c,7h,Kh,Jh,6d,2c,4,1,52,k,384260
Qd,Th,7h,Kh,Jh,6d,2c,4,2,50,k,337771
9c,8s,7h,Kh,Jh,6d,2c,4,3,86,k,335210
5s,As,7h,Kh,Jh,6d,2c,4,4,265,k,368489
Qc,5c,9s,7d,Jh,4d,2c,4,1,108,k,306634
As,3s,9s,7d,Jh,4d,2c,4,2,331,k,363755
Kh,8c,9s,7d,Jh,4d,2c,4,4,63,k,335210
Ts,2d,7c,Qs,Ac,7h,3c,4,1,48,k,384444
Qc,Js,7c,Qs,Ac,7h,3c,4,3,8,k,744353
Ks,5s,7d,Jh,7c,3s,Qh,4,2,58,k,384276
9c,As,7d,Jh,7c,3s,Qh,4,3,10,k,384445
Jc,Td,8s,6h,9s,7s,Js,4,1,7,k,1485181
3s,Kc,8s,6h,9s,7s,Js,4,4,51,k,2129973
7c,6c,7d,6s,Jc,8s,5h,4,2,20,k,743492
Ah,Th,7d,6s,Jc,8s,5h,4,3,37,k,363940
Kd,Kc,Qh,Js,4s,Ks,6h,4,3,3,b,1115877
9s,As,Qh,Js,4s,Ks,6h,4,4,0,r,2224978
Kd,Kc,Qh,Js,4s,Ks,6h,4,3,3,c,1115877
9s,As,Qh,Js,4s,Ks,6h,4,4,0,A,2224978
Td,Jc,Ah,6c,Qd,2s,Th,4,1,68,b,391036
9c,Qh,Ah,6c,Qd,2s,Th,4,2,165,c,395402
Td,9d,Ah,Th,5c,Qd,7d,3,1,62,k,391034
6c,4h,Ah,Th,5c,Qd,7d,3,2,18,b,366123
Td,9d,Ah,Th,5c,Qd,7d,3,1,62,c,391034
9h,Qs,2h,9s,4c,7d,3h,3,1,4,k,388429
9d,Tc,2h,9s,4c,7d,3h,3,3,1,k,388091
8h,Jd,Ac,3d,Kc,6d,5s,3,1,436,k,368502
6h,2h,Ac,3d,Kc,6d,5s,3,2,104,k,382255
Ac,5c,8h,2c,Ts,Jh,Th,3,1,23,k,391020
Kd,Js,8h,2c,Ts,Jh,Th,3,2,5,k,744222
Ad,Tc,2c,7c,8h,2d,3h,3,1,6,k,373431
8s,8c,2c,7c,8h,2d,3h,3,2,23,b,2227836
Ad,Tc,2c,7c,8h,2d,3h,3,1,6,c,373431
Ah,Jd,4c,5c,Jc,5h,3c,3,1,1,k,744158
6s,6c,4c,5c,Jc,5h,3c,3,3,0,b,2122836
Ah,Jd,4c,5c,Jc,5h,3c,3,1,1,r,744158
6s,6c,4c,5c,Jc,5h,3c,3,3,0,A,2122836
9c,8d,9h,Td,5c,8s,6d,2,1,11,k,743855
Tc,6s,9h,Td,5c,8s,6d,2,2,5,b,743997
9c,8d,9h,Td,5c,8s,6d,2,1,11,c,743855
4c,8c,Kh,Tc,5h,Jh,Qs,3,1,187,k,337772
Js,7h,Kh,Tc,5h,Jh,Qs,3,2,824,k,393063
6h,Ah,8h,9c,Qc,Qh,Qd,3,1,636,k,1115732
Ts,Kh,8h,9c,Qc,Qh,Qd,3,2,56,k,1115720
Jh,Ac,7d,Ad,Kc,7h,9c,5,2,11,k,744690
9h,As,7d,Ad,Kc,7h,9c,5,5,8,b,744716
Jh,Ac,7d,Ad,Kc,7h,9c,5,2,11,c,744690
9h,Th,5h,9s,Qd,Jd,4d,5,2,34,k,388487
4s,Ah,5h,9s,Qd,Jd,4d,5,5,24,k,377854
3c,Ac,Jc,Th,8s,Kh,Ts,5,1,205,k,391049
5d,Qs,Jc,Th,8s,Kh,Ts,5,2,123,k,390867
6d,9c,Jc,Th,8s,Kh,Ts,5,4,140,k,390852
Jd,Qh,Jc,8c,4c,Ts,2c,5,1,17,k,392866
3s,4s,Jc,8c,4c,Ts,2c,5,3,20,k,377318
4d,Ah,9h,4h,7s,5h,5c,5,1,55,k,743131
8s,Js,9h,4h,7s,5h,5c,5,3,62,k,379502
Js,Qs,2d,7h,5s,5c,3s,5,1,201,k,379696
As,8h,2d,7h,5s,5c,3s,5,5,615,k,379995
Ah,Ks,Js,9d,6c,2c,7d,4,3,26,k,368516
Th,Qs,Js,9d,6c,2c,7d,4,4,489,k,306831
3h,3d,2h,Qh,Th,5c,Jh,3,1,820,k,2163213
9s,Jc,2h,Qh,Th,5c,Jh,3,2,108,k,392867
5c,8c,2h,Ks,2s,Th,As,4,2,236,k,373472
Tc,Qs,2h,Ks,2s,Th,As,4,3,702,k,743950
Jh,4h,Ts,9h,As,Ac,2d,4,1,110,k,399289
3s,6h,Ts,9h,As,Ac,2d,4,2,2117,k,399104
3d,6s,Qc,Ac,2c,6c,7s,4,2,241,k,382244
3h,9h,Qc,Ac,2c,6c,7s,4,4,94,k,365954
7d,8c,9c,4d,3c,9h,Th,2,1,334,k,388107
Ks,Qh,9c,4d,3c,9h,Th,2,2,44,k,388669
6c,2d,5d,7c,Kh,Kd,2c,4,2,92,k,744450
Qd,Td,5d,7c,Kh,Kd,2c,4,3,701,k,397259
8s,4c,9s,2h,Th,Jc,Kc,4,2,38,k,335393
8h,8c,9s,2h,Th,Jc,Kc,4,3,288,k,386459
8c,Tc,Qs,9d,Ad,8s,Qd,3,1,44,k,744366
Kd,5d,Qs,9d,Ad,8s,Qd,3,2,350,b,2225148
8c,Tc,Qs,9d,Ad,8s,Qd,3,1,44,c,744366
Qh,Ah,8h,Js,8s,7s,2c,4,2,6,k,386642
9d,Tc,8h,Js,8s,7s,2c,4,3,2,k,1485181
Kd,Td,6d,Js,9h,3s,8h,4,2,236,k,335393
Ah,5c,6d,Js,9h,3s,8h,4,3,108,k,363770
4s,Ts,5d,4c,Qh,8h,3c,5,1,206,k,377487
9s,6d,5d,4c,Qh,8h,3c,5,2,95,k,302058
6s,As,5d,4c,Qh,8h,3c,5,5,1582,k,365771
8s,Qh,2s,7d,8c,4c,5d,5,2,66,k,386233
9c,Ts,2s,7d,8c,4c,5d,5,5,25,k,244949
Qh,7c,5h,Ts,Jd,3s,6s,5,1,2144,k,306804
8s,4h,5h,Ts,Jd,3s,6s,5,2,261,k,275694
2h,4c,9d,3d,6c,9s,Qs,5,2,682,k,388416
As,Tc,9d,3d,6c,9s,Qs,5,5,223,k,388838
Ks,6h,2s,Js,6d,Qd,5c,4,1,229,k,382079
Jd,8h,2s,Js,6d,Qd,5c,4,2,28,k,392838
Ad,Jd,Ah,Ts,Jh,3h,4h,5,4,10,k,744739
8s,8d,Ah,Ts,Jh,3h,4h,5,5,4,k,386628
6s,Tc,7s,7d,Qh,Kd,2h,5,2,1831,k,384275
4s,Js,7s,7d,Qh,Kd,2h,5,4,78,k,384276
Qh,Tc,9h,Ad,Qs,5d,Kd,6,2,14,k,395442
Jd,9d,9h,Ad,Qs,5d,Kd,6,5,11,b,2224979
Qh,Tc,9h,Ad,Qs,5d,Kd,6,2,14,c,395442
Ts,Kc,Qc,Qh,Kd,8s,2d,7,1,17,k,744583
9s,Qd,Qc,Qh,Kd,8s,2d,7,7,37,k,1115719
